Id,Model,Price,Age_08_04,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Quarterly_Tax,Weight
607,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,59,190900,Diesel,72,1,0,2000,3,185,1115
608,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,62,183500,Diesel,72,1,0,2000,5,185,1140
609,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,65,176184,Diesel,72,1,0,2000,3,185,1115
610,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,67,174833,Diesel,72,0,0,2000,4,185,1100
611,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,155720,Petrol,86,1,0,1300,3,69,1015
612,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,67,155500,Petrol,110,1,0,1600,5,69,1050
613,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,59,154783,Diesel,72,1,0,2000,3,185,1120
614,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,154462,Diesel,72,1,0,2000,5,185,1135
615,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,64,150585,Petrol,110,1,0,1600,3,85,1065
616,TOYOTA Corolla 2.0diesel Stationwagen,6250,67,149000,Diesel,90,1,0,2000,5,64,1135
617,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,62,147636,Diesel,72,0,0,2000,5,185,1135
618,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,6900,59,144521,Diesel,72,1,0,2000,5,64,1135
619,TOYOTA Corolla 1.6 16V G6 2/3-Doors,8450,64,144000,CNG,110,1,0,1600,3,72,1065
620,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,65,140168,Diesel,72,1,0,2000,3,185,1115
621,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,140000,Petrol,110,1,0,1600,5,85,1085
622,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,60,139800,Diesel,72,0,0,2000,3,185,1115
623,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,137050,CNG,110,1,0,1600,3,197,1078
624,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,61,136956,Petrol,110,0,0,1600,3,85,1065
625,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,67,135337,CNG,110,1,0,1600,5,197,1120
626,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,64,133769,Diesel,72,1,0,2000,3,185,1120
627,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,58,133405,Diesel,72,1,0,2000,5,185,1135
628,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,65,132807,Diesel,72,1,0,2000,5,185,1135
629,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,132393,Diesel,72,0,0,2000,5,185,1135
630,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,60,130270,Petrol,110,0,0,1600,3,69,1050
631,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,7500,59,130000,Diesel,72,1,0,2000,4,185,1135
632,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,67,127000,Diesel,72,1,0,2000,5,185,1135
633,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,67,126800,Diesel,72,0,0,2000,5,185,1135
634,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,126452,Petrol,110,1,0,1600,5,85,1085
635,TOYOTA Corolla Sw 20D Linea Terra Stationwagen,8950,62,125175,Diesel,116,0,0,2000,5,185,1150
636,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,68,125000,Diesel,72,1,0,2000,3,185,1115
637,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,61,123000,Diesel,72,0,0,2000,5,185,1135
638,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,121626,Petrol,86,0,0,1300,5,69,1050
639,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,120400,Petrol,110,0,0,1600,5,85,1090
640,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,66,120000,Diesel,72,0,0,2000,4,185,1100
641,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,119541,Petrol,110,0,0,1600,3,85,1055
642,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,68,119500,Petrol,110,1,0,1600,5,85,1070
643,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,68,119289,Petrol,110,1,0,1600,4,69,1035
644,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,57,118833,Petrol,110,0,0,1600,3,85,1065
645,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,64,118000,Diesel,72,1,0,2000,5,185,1150
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,117955,Petrol,110,1,1,1600,4,85,1065
647,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,117609,Petrol,86,0,0,1300,3,69,1015
648,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,68,117000,Diesel,72,0,0,2000,3,185,1115
649,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,64,116000,Petrol,86,0,0,1300,5,69,1045
650,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,115715,Petrol,110,0,0,1600,5,85,1070
651,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,60,115191,CNG,110,1,0,1600,4,197,1079
652,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,115071,Petrol,110,1,0,1600,3,85,1055
653,TOYOTA Corolla 1.6 G6-R 2/3-Doors,9450,63,115000,CNG,110,0,0,1600,3,197,1109
654,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,114846,Petrol,110,1,0,1600,5,85,1075
655,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,6950,65,114383,Diesel,90,0,0,2000,3,64,1260
656,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,113700,Petrol,110,1,0,1600,5,19,1065
657,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,113118,Petrol,86,1,0,1300,3,69,1020
658,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,112827,Petrol,86,1,0,1300,5,69,1040
659,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,112116,Petrol,110,1,0,1600,5,85,1070
660,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,112000,Petrol,110,1,0,1600,3,85,1065
661,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,62,112000,Diesel,72,0,0,2000,4,64,1135
662,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,65,111769,Petrol,110,0,0,1600,3,85,1065
663,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,110853,Petrol,110,1,0,1600,5,85,1070
664,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,68,110287,Petrol,110,1,0,1600,3,69,1050
665,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,109547,Petrol,110,0,0,1600,5,85,1075
666,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,109230,Petrol,110,0,0,1600,3,69,1050
667,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,109150,Petrol,110,0,0,1600,5,85,1075
668,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,108793,Petrol,110,1,0,1600,4,69,1035
669,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,106784,Petrol,110,0,1,1600,3,19,1050
670,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,105942,Petrol,86,0,0,1300,5,69,1040
671,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,59,105000,Petrol,86,1,0,1300,3,19,1015
672,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,62,105000,Petrol,86,0,0,1300,5,69,1040
673,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,104299,Petrol,110,1,0,1600,5,85,1085
674,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,104000,Petrol,86,0,0,1300,3,69,1020
675,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,68,104000,Petrol,86,1,0,1300,3,19,1015
676,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,58,103458,Petrol,86,1,0,1300,3,69,1025
677,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,103400,Petrol,110,1,0,1600,5,85,1075
678,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,102807,Petrol,86,0,0,1300,5,85,1055
679,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,102494,Petrol,110,0,0,1600,5,85,1090
680,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9950,57,102300,Diesel,72,1,0,2000,5,185,1135
681,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,102106,Petrol,110,0,0,1600,3,69,1050
682,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,101889,Petrol,110,1,0,1600,5,85,1075
683,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,57,101791,Diesel,72,0,0,2000,3,185,1115
684,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,63,101469,Petrol,110,1,0,1600,3,85,1065
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,101001,Petrol,110,0,0,1600,5,85,1075
686,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,100748,Petrol,110,0,0,1600,5,85,1070
687,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,100550,Petrol,110,1,0,1600,5,85,1075
688,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,99781,Petrol,110,1,0,1600,5,85,1085
689,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,98658,Petrol,86,1,0,1300,3,69,1020
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,98500,Petrol,110,1,0,1600,5,85,1075
691,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,98291,Petrol,86,0,0,1300,4,69,1000
692,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,61,97648,Petrol,110,1,0,1600,3,85,1065
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,97425,Petrol,110,1,0,1600,5,85,1075
694,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,97173,Petrol,86,0,0,1300,3,69,1015
695,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,97046,Petrol,86,1,0,1300,4,69,1000
696,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,96000,Petrol,110,1,0,1600,3,69,1050
697,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,60,96000,Diesel,72,0,0,2000,4,185,1100
698,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,67,95750,Petrol,110,1,0,1600,5,85,1070
699,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,61,95147,Petrol,110,1,0,1600,3,85,1050
700,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,95000,Petrol,110,0,0,1600,3,69,1050
701,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,65,95000,Petrol,110,1,0,1600,3,69,1050
702,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,66,94606,Petrol,110,0,0,1600,3,85,1065
703,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,94504,Petrol,86,1,0,1300,4,69,1000
704,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,93428,Petrol,110,1,0,1600,5,85,1075
705,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,93408,Petrol,86,0,0,1300,3,69,1015
706,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,93296,Petrol,110,1,0,1600,5,85,1090
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,93098,Petrol,110,1,0,1600,5,85,1075
708,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,67,92922,Diesel,72,1,0,2000,4,185,1100
709,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,92498,Petrol,110,1,0,1600,3,69,1050
710,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,92226,Petrol,110,0,0,1600,3,85,1065
711,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,68,91505,Diesel,72,0,0,2000,3,185,1115
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,91333,Petrol,110,1,0,1600,3,69,1050
713,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,91246,Petrol,86,1,0,1300,3,69,1015
714,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,91000,Petrol,110,1,0,1600,5,85,1075
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,90727,Petrol,110,0,0,1600,3,69,1050
716,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,90000,Petrol,110,0,0,1600,3,69,1050
717,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,60,89576,Petrol,110,0,0,1600,4,69,1035
718,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,64,89145,Petrol,86,1,0,1300,3,69,1025
719,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,89000,Petrol,110,1,0,1600,5,85,1085
720,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,88807,Petrol,110,0,0,1600,3,69,1050
721,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,88685,Petrol,110,0,0,1600,5,85,1070
722,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,88667,Petrol,110,1,0,1600,4,69,1040
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,88480,Petrol,110,1,0,1600,3,69,1050
724,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,88127,Petrol,86,0,0,1300,3,69,1015
725,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,88000,Petrol,86,0,0,1300,3,69,1020
726,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,87821,Petrol,86,1,0,1300,3,69,1015
727,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,87654,Petrol,86,1,1,1300,5,85,1065
728,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,86888,Petrol,110,1,0,1600,3,69,1050
729,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,86871,Petrol,86,1,0,1300,5,69,1040
730,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,86714,Petrol,110,1,0,1600,4,69,1035
731,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,85889,Petrol,110,0,0,1600,3,85,1065
732,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,85000,Petrol,110,1,0,1600,3,69,1050
733,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,85000,Petrol,86,1,0,1300,3,69,1025
734,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,84976,Petrol,110,1,0,1600,4,69,1035
735, TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,84558,Petrol,110,1,0,1600,5,19,1120
736,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,84549,Petrol,110,0,0,1600,5,85,1075
737,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,84482,Petrol,110,1,0,1600,5,85,1075
738,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,83908,Petrol,110,1,0,1600,5,85,1070
739,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,83560,Petrol,86,0,0,1300,3,69,1015
740,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,83000,Petrol,107,1,1,1600,5,85,1100
741,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,82723,Petrol,86,0,0,1300,3,69,1015
742,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,82421,Petrol,110,1,0,1600,3,85,1065
743,TOYOTA Corolla 1.6 4/5-Doors,9750,58,82254,Petrol,110,0,0,1600,5,69,1050
744,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,82115,Petrol,110,1,0,1600,3,85,1055
745,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,82000,Petrol,86,1,0,1300,3,69,1015
746,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,81965,Petrol,86,1,0,1300,5,69,1035
747,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,81250,Petrol,110,0,0,1600,3,19,1050
748,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,81192,Petrol,110,1,0,1600,3,85,1065
749,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,81170,Petrol,110,1,0,1600,4,69,1040
750,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,81083,Petrol,86,0,0,1300,3,69,1015
751,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,80714,Petrol,110,1,0,1600,5,85,1075
752,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,80470,Petrol,110,0,0,1600,5,85,1085
753,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,80439,Petrol,110,1,0,1600,4,69,1035
754,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,80430,Petrol,110,1,0,1600,3,85,1065
755,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,80426,Petrol,110,1,0,1600,3,85,1055
756,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,80265,Petrol,86,0,0,1300,3,69,1015
757,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,80153,Petrol,110,0,0,1600,5,85,1070
758,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,80121,Petrol,110,0,0,1600,5,85,1070
759,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,80086,Petrol,110,1,0,1600,4,69,1035
760,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,80000,Petrol,110,0,0,1600,5,85,1075
761,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,80000,Petrol,86,0,0,1300,5,19,1015
762,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,80000,Petrol,86,1,0,1300,2,19,1015
763,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,79858,Petrol,110,1,0,1600,4,69,1040
764,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,79762,Petrol,86,1,0,1300,3,69,1015
765,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,79660,Petrol,86,0,1,1300,5,85,1065
766,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,79150,Petrol,110,1,0,1600,5,85,1075
767,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,79000,Petrol,110,1,0,1600,3,69,1050
768,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,78955,Petrol,86,1,0,1300,5,69,1045
769,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,78750,Diesel,90,1,0,1975,5,210,1155
770,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,78521,Petrol,86,0,0,1300,3,69,1015
771,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,78356,Petrol,86,1,0,1300,3,69,1015
772,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,78076,Petrol,86,1,0,1300,3,69,1015
773,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,78063,Petrol,107,1,1,1600,5,85,1100
774,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,77821,Petrol,110,1,0,1600,5,85,1075
775,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,77695,Petrol,110,1,0,1600,4,69,1035
776,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,77500,Petrol,110,1,0,1600,3,69,1050
777,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,77457,Petrol,110,1,0,1600,3,85,1055
778,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,77029,Petrol,86,1,0,1300,3,69,1015
779,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,77008,Petrol,86,1,0,1300,3,69,1015
780,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,76791,Petrol,110,1,0,1600,5,85,1070
781,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,76700,Petrol,86,1,0,1300,5,69,1035
782,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,76569,Petrol,86,1,0,1300,3,69,1020
783,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,76162,Petrol,110,1,0,1600,5,85,1075
784,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,76155,Petrol,110,1,0,1600,4,69,1035
785,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,75609,Petrol,86,1,0,1300,3,69,1015
786,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,75569,Diesel,72,1,0,2000,3,185,1120
787,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,75429,Petrol,110,1,0,1600,3,85,1065
788,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,75000,Petrol,110,1,0,1600,5,85,1075
789,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,75000,Petrol,86,0,0,1300,3,19,1015
790,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,75000,Petrol,110,1,0,1600,5,85,1070
791,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,74963,Petrol,107,0,1,1600,3,85,1085
792,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,74889,Petrol,86,1,0,1300,3,69,1015
793,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,74875,Petrol,110,0,0,1600,5,85,1070
794,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,74747,Petrol,110,1,0,1600,5,85,1075
795,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,74720,Petrol,110,1,0,1600,5,85,1085
796,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,74457,Petrol,110,0,0,1600,5,85,1075
797,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,74337,Petrol,86,0,0,1300,5,69,1035
798,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,74308,Petrol,110,0,0,1600,3,69,1050
799,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,74193,Petrol,110,0,0,1600,3,69,1050
800,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,74179,Petrol,110,1,0,1600,3,69,1050
801,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,73936,Petrol,86,1,0,1300,5,69,1050
802,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,73894,Petrol,110,1,0,1600,3,85,1065
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,73500,Petrol,110,1,0,1600,3,69,1050
804,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,73376,Petrol,110,0,0,1600,5,85,1070
805,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,73300,Petrol,86,1,0,1300,3,69,1015
806,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,73172,Petrol,110,1,0,1600,5,85,1075
807,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,72928,Petrol,110,1,0,1600,5,85,1075
808,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,72880,Petrol,86,1,0,1332,3,69,1015
809,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,72522,Petrol,110,1,0,1600,3,69,1050
810,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,72000,Petrol,86,1,0,1300,3,69,1015
